trip_id,subscriber_type,bikeid,start_time,start_station_id,start_station_name,end_station_id,end_station_name,duration_minutes
9900297532,Annual,1000,09/10/2015 12:12:57,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,9
9900297571,Local365,370,09/10/2015 08:12:19,2712,Toomey Rd @ South Lamar,1008,Nueces @ 3rd,12
9900297561,Local365,80,09/10/2015 21:12:19,1006,Zilker Park West,2544,East 6th & Pedernales St.,41
9900297578,Local365,683,09/10/2015 10:12:49,2712,Toomey Rd @ South Lamar,1006,Zilker Park West,8
9900297597,Local365,425,09/10/2015 16:12:27,1007,Lavaca & 6th,2712,Toomey Rd @ South Lamar,8
9900297599,Local365,58,09/10/2015 16:12:54,2576,Rainey @ River St,1006,Zilker Park West,34
9900297609,Local365,1000,09/10/2015 07:12:10,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,7
9900297620,Local365,1000,09/10/2015 11:12:41,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,14
9900297622,Local365,664,09/10/2015 11:12:16,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,41
9900297658,Local365,884,09/10/2015 16:12:54,1007,Lavaca & 6th,2712,Toomey Rd @ South Lamar,9
9900297690,Local365,275,09/10/2015 14:12:53,1007,Lavaca & 6th,2576,Rainey @ River St,14
9900297730,Local365,974,09/10/2015 12:12:06,2541,State Capitol @ 14th & Colorado,1007,Lavaca & 6th,0
9900297740,Local365,386,09/10/2015 16:12:54,1006,Zilker Park West,1006,Zilker Park West,2
9900297744,Local365,890,09/10/2015 18:12:49,1006,Zilker Park West,2712,Toomey Rd @ South Lamar,7
